turn_id,speaker,start,stop,utterance,interval,delta,questions,end_question,overlap,n_words,source_rows
151,5cf942378da406000127871f,513.34,515.56,"Oh, there you go.",-0.2099999999999227,2.2199999999999136,0,False,True,4,[151]
152,5de79e713cf27970edc23950,515.24,541.36,"Yeah, it's like they're finding these are kids that like, have had coronavirus and got over it with no symptoms and then a few weeks later their body has this inflammatory response and they're like, their blood vessels are getting inflamed there, there, haven't getting like, heart damage, heart attacks. Um Like their their feet, hands and feet are swelling up. It's so crazy.",-0.3199999999999363,6.419999999999959,0,False,True,69,"[152, 154, 156, 158, 162]"
163,5cf942378da406000127871f,541.74,542.71,Oh man.,0.3799999999999954,0.9700000000000272,0,False,False,2,[163]
166,5de79e713cf27970edc23950,542.87,551.76,"time they think they know about about what's going on, they don't still figuring it out, I guess.",-0.1799999999999499,5.590000000000032,0,False,True,20,"[166, 168]"
169,5cf942378da406000127871f,551.44,561.67,That's the thing with respiratory diseases because I know there's like this broadway actor that was in a coma and then he lost a leg from curl now because,-0.3199999999999363,10.229999999999905,0,False,True,31,[169]
172,5de79e713cf27970edc23950,561.88,562.76,yes.,-0.6000000000000227,0.8799999999999955,0,False,True,1,[172]
173,5cf942378da406000127871f,562.49,565.36,just something you're breathing. It's all over the body.,-0.2699999999999818,2.8700000000000045,0,False,True,11,[173]
174,5de79e713cf27970edc23950,565.74,568.96,"Yeah, I guess so. Mhm. Let her know.",0.3799999999999954,3.220000000000028,0,False,False,8,[174]
175,5cf942378da406000127871f,568.74,569.55,Mm hmm.,-0.2200000000000272,0.8099999999999454,0,False,True,2,[175]
176,5de79e713cf27970edc23950,568.97,570.35,So you improv.,-0.5799999999999272,1.3799999999999957,0,False,True,3,[176]
177,5cf942378da406000127871f,571.24,572.86,"Yeah, I do improv",0.8899999999999864,1.6200000000000043,0,False,False,4,[177]
178,5de79e713cf27970edc23950,572.74,613.56,"That's fun. I took theater like in college, I always wanted to get back into it, I have some physical disabilities. Um but maybe someday when like, I don't have any other responsibilities, but it was so much fun. I was always so, so shy growing up and that definitely helped me like but started out the directors weren't having it there like nobody can hear you. So she I remember the first rehearsal, she we were like in a big auditorium every week and she like pushed on my stomach, she had me yell as hard as I could and then she me with her fist across the room to get my like diaphragm out I guess.",-0.1200000000000045,1.0199999999999818,0,False,True,121,"[178, 180, 182, 184, 186, 188, 190, 192, 194, 196, 198, 200, 204, 206]"
207,5cf942378da406000127871f,613.54,614.35,No.,-0.0199999999999818,0.8100000000000591,0,False,True,1,[207]
208,5de79e713cf27970edc23950,614.14,615.36,"Oh yeah, that was fun.",-0.2100000000000363,1.2200000000000273,0,False,True,5,[208]
210,5de79e713cf27970edc23950,617.44,619.15,Do you do plays and stuff?,-0.2699999999999818,1.7099999999999227,1,True,True,6,[210]
211,5cf942378da406000127871f,619.44,636.36,"Um I was just thinking like in high school, I was one of the only people that didn't need a mic for like when I was in the play because like they said like you can, you can project your voice, you don't need one. Oh, good.",0.2900000000000773,7.789999999999964,0,False,False,49,"[211, 213, 215]"
216,5de79e713cf27970edc23950,635.84,636.76,They got off,-0.5199999999999818,0.9199999999999592,0,False,True,3,[216]
217,5cf942378da406000127871f,636.94,651.85,"Yeah, I don't know. I mean, mhm. Like I would listen to myself on a videotape afterwards. I'm like, yeah, but you can like hear that I'm not wearing a microphone, like you can. Uh",0.1800000000000636,1.3099999999999454,0,False,False,38,"[217, 219, 221]"
222,5de79e713cf27970edc23950,651.54,652.76,"The difference, Yeah.",-0.3100000000000591,1.2200000000000273,0,False,True,3,[222]
224,5de79e713cf27970edc23950,654.74,657.16,Do you sing at all? Do you like doing musicals?,0.2000000000000454,2.419999999999959,2,True,False,10,[224]
225,5cf942378da406000127871f,657.14,683.97,"Um I was part of musical improv for a while, but I think I got burned out by that. That's tough because it's like song structures. So you think it's a okay. So I just say of course now I got to like think of four lines for a song. Uh course, this is so much easier because you could just like say the same thing over and over and you're like, good. That's of course. All",-0.0199999999999818,3.810000000000059,0,False,True,82,"[225, 227, 229, 231, 233]"
236,5de79e713cf27970edc23950,684.23,687.92,Yeah. You'd have to be very musically inclined I guess to,-0.1299999999999954,3.689999999999941,0,False,True,12,[236]
237,5cf942378da406000127871f,687.74,688.16,Yes.,-0.1799999999999499,0.4199999999999591,0,False,True,1,[237]
238,5de79e713cf27970edc23950,687.92,689.55,do improv like that.,-0.2400000000000091,1.6299999999999957,0,False,True,4,[238]
239,5cf942378da406000127871f,690.14,709.19,"I mean, like, you don't really need to be like, be a good thing. I knew one guy that like, I think we had to like help him out because like, he was just like doing like this and he was like, just talking well, what kind of things? Like? All right, can you get you like on rhythm at least all one note.",0.5900000000000318,11.870000000000005,0,False,False,65,"[239, 241, 243]"
244,5de79e713cf27970edc23950,708.94,709.15,No,-0.25,0.2099999999999227,0,False,True,1,[244]
245,5cf942378da406000127871f,709.19,743.86,"But I was like, okay. Uh uh huh. No, but like um all the people that going to like be on house teams, they were like really good singers, but not like all of them. They're like some like holy cow, what are you doing here? Yeah. Um yeah, I do more regular improv. I'm part of a Indy team called Who Prov We do do like um improvised episodes of Doctor Who.",0.0400000000000773,3.059999999999945,0,False,False,75,"[245, 247, 249, 251, 253, 255, 257]"
258,5de79e713cf27970edc23950,744.04,746.86,Oh really? That's one.,0.1799999999999499,1.0199999999999818,1,True,False,5,"[258, 260]"
261,5cf942378da406000127871f,746.82,763.81,"I may say I am part of it, but we haven't had a show in over a year. Like the woman who sets it up, like she's the one who came up with like the whole group and everything. She's also part of a group that's um they do improvised",-0.0399999999999636,5.139999999999986,0,False,True,54,"[261, 263]"
264,5de79e713cf27970edc23950,762.84,763.02,no.,-0.9699999999999136,0.1799999999999499,0,False,True,1,[264]
265,5cf942378da406000127871f,763.82,773.85,"musical improv, like like musical improv about star trek. So she's got like, yeah, well working full time. So they're just like, okay,",0.8000000000000682,5.349999999999909,0,False,False,25,"[265, 267]"
268,5de79e713cf27970edc23950,775.04,776.15,that's fun.,1.1899999999999409,1.1100000000000136,0,False,False,3,[268]
269,5cf942378da406000127871f,776.15,777.26,design now.,0.0,1.1100000000000136,0,False,False,2,[269]
271,5cf942378da406000127871f,782.14,786.75,"Well, we still keep in touch on what's up? Yeah. Yeah.",2.080000000000041,4.610000000000014,1,False,False,12,[271]
272,5de79e713cf27970edc23950,786.94,795.68,That's a good site. Yeah. A couple of my friends who living like California and china who I don't talk too much like I'm talking,0.1900000000000545,1.2199999999999136,0,False,False,28,"[272, 274, 276]"
277,5cf942378da406000127871f,795.34,795.66,What?,-0.3399999999999181,0.3199999999999363,1,True,True,1,[277]
278,5de79e713cf27970edc23950,795.68,798.95,to them so much more now because everybody's just home.,0.0199999999999818,3.2700000000000955,0,False,False,11,[278]
281,5cf942378da406000127871f,801.94,806.05,a few weeks ago I had a tea party on Skype.,0.7800000000000864,4.1099999999999,0,False,False,11,[281]
282,5de79e713cf27970edc23950,806.14,806.95,No fun.,0.0900000000000318,0.8100000000000591,0,False,False,2,[282]
283,5cf942378da406000127871f,807.24,815.16,"Yeah, that was often I invited a few friends rather than like my cousin lives in California, we got to do that again.",0.2899999999999636,5.220000000000027,0,False,False,23,"[283, 285]"
286,5de79e713cf27970edc23950,815.04,816.96,"Nice. Yeah, that's a good idea.",-0.1200000000000045,1.9200000000000728,0,False,True,7,[286]
288,5de79e713cf27970edc23950,818.04,819.15,Got to do something.,0.3799999999999954,1.1100000000000136,0,False,False,4,[288]
290,5de79e713cf27970edc23950,821.44,851.26,"My friend and calif, he's in san Francisco and they were like, I feel like one of the very first places that got the full lockdown, his attitude to change so much. Like the first time I talked to him about it, he was like oh this is nothing there always pumping everything up. Like remember I had the swine flu and I'm just fine and blah blah blah like two weeks later he's sending me messages like if I never see you again, thank you for being my friend, I love you. So ah like oh my goodness shaking.",1.1800000000000637,3.849999999999909,0,False,False,103,"[290, 292, 294, 296, 298, 300, 302, 304, 306]"
310,5de79e713cf27970edc23950,852.54,857.28,But they really locked everything down I guess. They know the like funky population,-0.32000000000005,2.7100000000000364,0,False,True,14,"[310, 312]"
313,5cf942378da406000127871f,857.24,857.42,I'm,-0.0399999999999636,0.1799999999999499,0,False,True,2,[313]
314,5de79e713cf27970edc23950,857.28,866.81,in san Francisco is gonna just be dancing in the streets anyways they really locked everything down like they weren't able to even go to the store for a while. They,-0.1399999999999863,0.3700000000000045,0,False,True,33,"[314, 316, 320]"
321,5cf942378da406000127871f,866.14,866.95,mm hmm.,-0.6699999999999591,0.8100000000000591,0,False,True,2,[321]
322,5de79e713cf27970edc23950,866.82,870.67,um National Guard or whatever it was coming by and handed out food,-0.1299999999999954,3.159999999999968,0,False,True,13,"[322, 324]"
325,5cf942378da406000127871f,870.41,870.66,no.,-0.2599999999999909,0.25,0,False,True,1,[325]
326,5de79e713cf27970edc23950,870.67,879.25,"and they boarded up like all the stores they didn't want to get vandalized so everything was boarded up like you couldn't even see windows, no doors, no nothing.",0.0099999999999909,8.580000000000041,0,False,False,31,[326]
331,5cf942378da406000127871f,882.44,913.55,"No, one of the people here, my dad's a mailman. So he still works. He said that last weekend. It was so nice. He saw people outside, no masks or anything. We'll make sure people in the Lower East side who are doing the same thing. Just like I haven't seen my boyfriend's in two months. I need selfish. Oh and the barking out the window,",-0.099999999999909,0.4199999999999591,0,False,True,70,"[331, 333, 335, 337, 339, 341]"
346,5de79e713cf27970edc23950,915.67,918.16,"little guy's sitting right on my lap there he is,",-0.1800000000000636,2.0300000000000864,0,False,True,11,"[346, 348]"
349,5cf942378da406000127871f,918.41,921.46,my goodness.,0.25,3.050000000000068,0,False,False,2,[349]
351,5cf942378da406000127871f,923.24,924.46,"No, it's weird.",0.8899999999999864,1.2200000000000273,0,False,False,4,[351]
352,5de79e713cf27970edc23950,924.54,926.06,No he's a good guy.,0.0799999999999272,1.5199999999999818,0,False,False,6,[352]
353,5cf942378da406000127871f,925.54,928.25,"Oh, look,",-0.5199999999999818,2.7100000000000364,0,False,True,2,[353]
356,5de79e713cf27970edc23950,929.78,956.56,it's crazy the people that aren't you know there's all these people like protesting and I saw pictures a couple of weeks ago they were at the statehouse with rifles and like full military gear like what is your problem? Go find yourself It really is. So like I understand want to get back. But what like what are you going to do? This is the situation,-0.1600000000000818,0.8300000000000409,0,False,True,70,"[356, 358, 360, 362, 364, 366, 368, 372, 376, 378]"
379,5cf942378da406000127871f,956.24,956.56,"Mm,",-0.3199999999999363,0.3199999999999363,0,False,True,1,[379]
380,5de79e713cf27970edc23950,956.56,958.75,we're in. deal with it.,0.0,0.4900000000000091,0,False,False,6,"[380, 384]"
385,5cf942378da406000127871f,959.04,971.22,"Yeah, it's terrible like people protesting without mask. Then I saw an article that allow those people in Wisconsin ended up with the coronavirus after",0.2899999999999636,3.009999999999991,0,False,False,26,"[385, 387, 389]"
392,5de79e713cf27970edc23950,971.69,1006.66,"I'm sure they did. I've heard so many stories of people. There was one group of college kids that went out on purpose like defiantly like we're going to go in the group and we're gonna go out because it doesn't matter. And then the next week one of the girls got very sick and posted a new video like, please, I'm so sorry take this seriously. I know there have been a few different like priests, pastors, like church leaders that were like very adamant, um, uh, you know against the restrictions and a couple now from coronavirus Crazy.",-0.6699999999999591,5.829999999999927,0,False,True,107,"[392, 394, 396, 398, 400, 402, 404, 406, 408, 414]"
415,5cf942378da406000127871f,1006.04,1006.46,When?,-0.6200000000000045,0.4200000000000727,1,True,True,1,[415]
416,5de79e713cf27970edc23950,1007.44,1025.02,"You just don't, don't do what you gotta do. I guess there's still people around here like going into like, um, we have like a merry, a coffee shop in like a 7 11 people are still walking right in without masks. Like they're huge signs on the door. And then like, what are the cashier is supposed to do? Like get into arguments",0.9800000000000182,8.719999999999914,0,False,False,69,"[416, 418, 420, 422]"
423,5cf942378da406000127871f,1024.64,1025.17,mm,-0.3799999999998817,0.5299999999999727,0,False,True,1,[423]
424,5de79e713cf27970edc23950,1025.02,1026.26,all day long with these people.,-0.1500000000000909,1.240000000000009,0,False,True,6,[424]
425,5cf942378da406000127871f,1026.24,1026.96,you know,-0.0199999999999818,0.7200000000000273,0,False,True,2,[425]
426,5de79e713cf27970edc23950,1027.14,1032.45,"It's not right because they're just saying like, I don't care about you. I don't care about anybody else that comes in here.",0.1800000000000636,3.099999999999909,0,False,False,27,"[426, 428]"
429,5cf942378da406000127871f,1032.04,1034.05,War exactly.,-0.4100000000000818,2.009999999999991,0,False,True,2,[429]
430,5de79e713cf27970edc23950,1033.24,1035.77,It's not right. Not good.,-0.8099999999999454,2.5299999999999727,0,False,True,6,[430]
432,5de79e713cf27970edc23950,1037.24,1048.77,But we're getting so many mixed messages from like the government and you nobody can get along so people don't know what to do.,0.6800000000000637,5.4500000000000455,0,False,False,26,"[432, 436]"
437,5cf942378da406000127871f,1048.74,1062.93,"Uh huh Yeah, I don't like, I know the president wants to open up churches. I'm like, I mean I would love to go to church again, but it's it's not safe especially because like I'm a part of like kind of a big church.",-0.0299999999999727,14.190000000000056,0,False,True,50,[437]
440,5de79e713cf27970edc23950,1063.14,1064.06,Mm hmm.,-0.5199999999999818,0.9199999999998454,0,False,True,2,[440]
441,5cf942378da406000127871f,1064.34,1072.17,"like as soon as this thing started coming into shape, it was like, you know, the church isn't online now, I could just live stream in it.",0.2799999999999727,7.830000000000155,0,False,False,28,[441]
442,5de79e713cf27970edc23950,1072.84,1108.46,"Yeah. I know. My church has already made the decision to hold off at least until july because it's like, how are you going to really work that be like, oh, we're open. But less than half of you can come like, what do you have a sign up sheet? Like, okay, you can come this week and you can come the next week and my church is super old. It's actually the second oldest church in the entire nation. And a lot of the people that go there look like they've been there sensitively. Like we have a very large elderly population. So I already feel scared like how many people are not going to be there when we go back.",0.6699999999998454,0.4800000000000182,0,False,False,126,"[442, 444, 446, 448, 450, 452, 454, 456, 458, 460, 462]"
463,5cf942378da406000127871f,1108.84,1109.95,Oh man.,0.3799999999998817,1.110000000000127,0,False,False,2,[463]
464,5de79e713cf27970edc23950,1109.54,1117.12,"You know, like there are so many really old people at the church. So there's, they can't figure that out. How are they going to work that out? They",-0.4100000000000818,1.1300000000001091,0,False,True,31,"[464, 466, 468]"
469,5cf942378da406000127871f,1117.04,1117.46,Gina,-0.0799999999999272,0.4200000000000727,0,False,True,1,[469]
470,5de79e713cf27970edc23950,1117.12,1126.67,"can't keep people six ft away the whole time. Like that would, it just wouldn't work. So I guess on a nice day people could do outside.",-0.3400000000001455,7.080000000000155,0,False,True,29,"[470, 472]"
473,5cf942378da406000127871f,1127.74,1143.17,"Yeah. I think my parents friends said that they wanted to do that because they have like a backyard, they could put it in, but it's just like that's gonna work when the weather's nice. You still have this in the fall, I don't know what you guys do.",1.0699999999999363,10.1099999999999,0,False,False,54,"[473, 475]"
476,5de79e713cf27970edc23950,1141.74,1150.16,"Yeah. With, with everybody's six ft apart, you're gonna need like quite the Yeah, it's just tough.",-1.4300000000000637,3.1400000000001,0,False,True,21,"[476, 478, 482]"
486,5de79e713cf27970edc23950,1155.06,1157.06,type of work were you doing before?,0.1199999999998908,2.0,1,True,False,7,[486]
487,5cf942378da406000127871f,1157.04,1162.77,Well I was working at the box office in the bar at the improv theater.,-0.0199999999999818,2.759999999999991,0,False,True,15,"[487, 489]"
490,5de79e713cf27970edc23950,1162.74,1164.17,"Oh nice, that's",-0.0299999999999727,1.4300000000000637,0,False,True,4,[490]
493,5cf942378da406000127871f,1165.04,1242.86,"I guess now there was a joke that like we're not like a lot of the most popular improv theater in new york city, like the magnet theater because um under what was it called? I'm so used to calling you C. B. Under underground citizens brigade was like the big one, it was like the Harvard of improv and and they closed because and I guess as soon as this thing came into action, the magnet theater automatically went online. And like if you have a dollar or two, you can donate to the theater blah blah UCB did none of that. So I fired all their employees. And then like a month ago we heard that they just closed. Yeah, they have been like they moved to a larger theater in Manhattan, like in a more expensive neighborhood. So it was, it was already was like, it was not very wise. We've got people were saying that. So it was not what's not all those people will be coming to Magna Theater when it's we opened up and they have online classes too. So like I'm getting some money.",0.2699999999999818,20.519999999999985,1,False,False,197,"[493, 495, 497, 499, 501, 503, 505, 507, 509, 511]"
512,5de79e713cf27970edc23950,1242.94,1257.55,"Right. Yeah, a lot of businesses I know it just shut down completely, they're not planning to reopen because they can't and although even the restaurants like they're trying to open restaurants at like 40% capacity, that's not going to work",0.0800000000001546,5.940000000000055,0,False,False,45,"[512, 514, 516, 518]"
519,5cf942378da406000127871f,1257.74,1258.46,When?,0.1900000000000545,0.7200000000000273,1,True,False,1,[519]
520,5de79e713cf27970edc23950,1258.34,1281.96,"because the, you know like the waiters and waitresses won't make enough tips, you know? And the whole restaurant like as far not that I know restaurant business but as far as I do know like you need that business and money to constantly flow in to keep paying your people and by the meat and all that and I don't know how any of that is going to work plus you can't eat with a face mask on",-0.1200000000001182,3.930000000000064,0,False,True,82,"[520, 522, 524, 526, 528, 530]"
531,5cf942378da406000127871f,1282.34,1283.86,"No, you really can't",0.3799999999998817,1.5199999999999818,0,False,False,5,[531]
532,5de79e713cf27970edc23950,1283.94,1285.31,so I don't know what people,0.0800000000001546,1.3699999999998909,0,False,False,7,[532]
533,5cf942378da406000127871f,1285.04,1285.44,for the,-0.2699999999999818,0.4000000000000909,0,False,True,2,[533]
534,5de79e713cf27970edc23950,1285.31,1286.06,are going to count.,-0.1300000000001091,0.2100000000000363,0,False,True,4,"[534, 536]"
537,5cf942378da406000127871f,1285.63,1291.76,cream truck going by and it's just like who's buying ice cream?,-0.4299999999998363,1.6299999999998818,0,False,True,14,"[537, 539]"
540,5de79e713cf27970edc23950,1291.14,1297.27,"Yeah. Oh no. Yeah. Yes. They're just hoping somebody will be out there,",-0.6199999999998909,6.129999999999882,0,False,True,14,[540]
541,5cf942378da406000127871f,1297.04,1308.55,"Yeah, I guess I guess you're like, you buy, they can buy a milkshake and like take it inside your house. Like I don't really get it",-0.2300000000000182,1.150000000000091,0,False,True,29,"[541, 543, 545]"
546,5de79e713cf27970edc23950,1308.84,1317.15,"it's weird what is and isn't in stock at the grocery store, it's like every week there's like no froze, like there's no frozen",0.2899999999999636,0.6900000000000546,0,False,False,29,"[546, 548, 550, 552, 554]"
555,5cf942378da406000127871f,1316.84,1317.17,what?,-0.3100000000001728,0.3300000000001546,1,True,True,1,[555]
556,5de79e713cf27970edc23950,1317.15,1329.56,"pizza, there's no like frozen french fries, but there's always plenty of bread. So it's weird. It's like they keep restocking the bread. I haven't seen one roll of toilet paper at stop and shop in two months,",-0.0199999999999818,2.7999999999999545,0,False,True,43,"[556, 558]"
559,5cf942378da406000127871f,1329.64,1330.77,Oh man.,0.0800000000001546,1.1299999999998818,0,False,False,2,[559]
